[2021-04-12 00:00:01]: Foxie♥ [♥, Level 40]: California: ?
[2021-04-12 00:07:00]: (1)SanoreX [Chilli.*, Level 0]: California: this money for you
[2021-04-12 00:07:05]: (1)SanoreX [Chilli.*, Level 0]: omg
[2021-04-12 00:07:06]: (1)SanoreX [Chilli.*, Level 0]: old chat
[2021-04-12 00:07:16]: (1)SanoreX [Chilli.*, Level 0]: I dont have some money
[2021-04-12 00:07:21]: fokkonaut [, Level 102]: ERROR: bist du mit taser zu frieden
[2021-04-12 00:07:34]: (1)ERROR [404, Level 47]: fokkonaut:  bisher ja aber jz ja auch nichts los
[2021-04-12 00:07:38]: fokkonaut [, Level 102]: xd
[2021-04-12 00:07:39]: Axandos² [, Level 20]: omg
[2021-04-12 00:07:43]: (1)ERROR [404, Level 47]: brauch ja keine full power fokkonaut
[2021-04-12 00:07:47]: (1)ERROR [404, Level 47]: 4ammos reichen vollkommen
[2021-04-12 00:07:51]: SanoreX [Chilli.*, Level 27]: ERROR: ur pain emote is funny
[2021-04-12 00:07:56]: VD|HolyHo| [VsDoggo´s, Level 28]: fokkonaut: just jump there
[2021-04-12 00:07:58]: SanoreX [Chilli.*, Level 27]: ERROR: set you emote to pain
[2021-04-12 00:08:00]: Foxie♥ [♥, Level 40]: XD
[2021-04-12 00:08:02]: VD|HolyHo| [VsDoggo´s, Level 28]: fokkonaut:
[2021-04-12 00:08:14]: SanoreX [Chilli.*, Level 27]: funny
[2021-04-12 00:08:15]: VD|HolyHo| [VsDoggo´s, Level 28]: fokkonaut: nooooooooooooooooooooo
[2021-04-12 00:08:18]: (1)ERROR [404, Level 47]: fokkonaut:  bisher ja aber jz ja auch nichts los
[2021-04-12 00:08:20]: (1)ERROR [404, Level 47]: ops
[2021-04-12 00:08:23]: fokkonaut [, Level 102]: ERROR: xd
[2021-04-12 00:08:24]: (1)ERROR [404, Level 47]: fokkonaut:  hast mal ne spread heart maybe xD?
[2021-04-12 00:08:27]: fokkonaut [, Level 102]: ye
[2021-04-12 00:08:40]: (1)ERROR [404, Level 47]: thanks honi
[2021-04-12 00:08:44]: fokkonaut [, Level 102]: \(^-^)/
[2021-04-12 00:08:45]: fokkonaut [, Level 102]: honig
[2021-04-12 00:08:48]: (1)ERROR [404, Level 47]: durch den taser
[2021-04-12 00:08:53]: SanoreX [s, Level 27]: spread heartgun
[2021-04-12 00:08:54]: SanoreX [s, Level 27]: omg
[2021-04-12 00:08:54]: (1)ERROR [404, Level 47]: schuldest du mir 2mio money
[2021-04-12 00:08:57]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:09:03]: fokkonaut [, Level 102]: ERROR: u
[2021-04-12 00:09:09]: (1)ERROR [404, Level 47]: fokkonaut:  /pay 2000000 ERROR
[2021-04-12 00:09:11]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:09:22]: ***  [, Level 0]: 'GODLIKe' entered and joined the game
[2021-04-12 00:09:33]: ***  [, Level 0]: 'Kong' entered and joined the game
[2021-04-12 00:09:40]: SanoreX [Chilli.*, Level 27]: fokkonaut: change my all dummy names to SanoreX pls
[2021-04-12 00:09:49]: SanoreX [Chilli.*, Level 27]: I dont want (1)SanoreX XD
[2021-04-12 00:09:56]: (1)ERROR [404, Level 47]: just put .
[2021-04-12 00:10:22]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: can i aask something?
[2021-04-12 00:10:24]: fokkonaut [, Level 102]: sure
[2021-04-12 00:10:37]: ***  [, Level 0]: 'Foxie♥' has left the game
[2021-04-12 00:10:46]: ***  [, Level 0]: '[D]ϻɪɔʜɑʟ' has left the game
[2021-04-12 00:10:46]: ***  [, Level 0]: 'ϻɪɔʜɑʟ' has left the game
[2021-04-12 00:10:48]: (1)ERROR [404, Level 47]: werde besser xDDD
[2021-04-12 00:10:49]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: last time i saw ppl coud edit walls outside plots like admins
[2021-04-12 00:10:50]: ***  [, Level 0]: [INFO] Join our Discord: https://discord.gg/qccRrtb
[2021-04-12 00:10:51]: Axandos² [, Level 20]: ERROR:  mach mal ./pay Axandos  1000000
[2021-04-12 00:10:54]: (1)kais [, Level 58]: RQ
[2021-04-12 00:10:54]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: how
[2021-04-12 00:10:56]: (1)ERROR [404, Level 47]: träum weiter
[2021-04-12 00:10:58]: Axandos² [, Level 20]: :c
[2021-04-12 00:11:01]: fokkonaut [, Level 102]: (1)VD|HolyHo|°: bug its fixed
[2021-04-12 00:11:02]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: was thad possible
[2021-04-12 00:11:04]: (1)ERROR [404, Level 47]: muss top1 damit ich ragequitten kann
[2021-04-12 00:11:09]: SanoreX [Chilli.*, Level 27]: ERROR: pay me 1mill pls I need
[2021-04-12 00:11:12]: fokkonaut [, Level 102]: (1)VD|HolyHo|°: was a bug
[2021-04-12 00:11:17]: (1)ERROR [404, Level 47]: no need top1 for rq
[2021-04-12 00:11:19]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: owh okey
[2021-04-12 00:11:23]: ***  [, Level 0]: 'Taip' entered and joined the game
[2021-04-12 00:11:24]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: 1v1?
[2021-04-12 00:11:35]: ***  [, Level 0]: 'Kezo' entered and joined the game
[2021-04-12 00:11:39]: Kezo [DogParty, Level 0]: otusbir
[2021-04-12 00:11:51]: (1)ERROR [404, Level 47]: ???
[2021-04-12 00:11:54]: ReXi [, Level 0]: Axandos:
[2021-04-12 00:11:55]: Kezo [DogParty, Level 0]: makineniz uzun yaşar kalgonla
[2021-04-12 00:12:08]: İchMichel [, Level 31]: GODLIKe: aslanım göster türkün gücünü
[2021-04-12 00:12:18]: ***  [, Level 0]: ### 'Kezo' help police
[2021-04-12 00:12:31]: Taip [VergleriSay, Level 15]: how i faster get money and exp
[2021-04-12 00:12:39]: Kezo [DogParty, Level 0]: pros play
[2021-04-12 00:12:43]: Axandos² [, Level 20]: yes Kezo
[2021-04-12 00:12:51]: Kezo [DogParty, Level 0]: noobs play
[2021-04-12 00:12:54]: Axandos² [, Level 20]: u Kezo
[2021-04-12 00:12:58]: VD|HolyHo|° [VsDoggo´s, Level 18]: Kezo: hi bae<3
[2021-04-12 00:12:59]: Kezo [DogParty, Level 0]: no u
[2021-04-12 00:13:04]: Kezo [DogParty, Level 0]: (1)VD|HolyHo|°: shut up
[2021-04-12 00:13:13]: Kezo [DogParty, Level 0]: noobs play
[2021-04-12 00:13:23]: Kezo [DogParty, Level 0]: Axandos:  dog
[2021-04-12 00:13:24]: GODLIKe [, Level 44]: SanoreX: git bi
[2021-04-12 00:13:40]: Kezo [DogParty, Level 0]: Axandos: mad ?:(
[2021-04-12 00:13:47]: Axandos² [, Level 20]: sur
[2021-04-12 00:13:49]: Axandos² [, Level 20]: sure
[2021-04-12 00:13:51]: Kezo [DogParty, Level 0]: xD
[2021-04-12 00:13:53]: Kezo [DogParty, Level 0]: thx
[2021-04-12 00:13:59]: Axandos [, Level 25]: xD
[2021-04-12 00:14:02]: Kezo [DogParty, Level 0]: wtf realy thx
[2021-04-12 00:14:04]: SanoreX [Chilli.*, Level 27]: lags
[2021-04-12 00:14:05]: Kezo [DogParty, Level 0]: are you pro ?;
[2021-04-12 00:14:07]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: uve put the trash away :(
[2021-04-12 00:14:09]: SanoreX [Chilli.*, Level 27]: ERROR: really lag
[2021-04-12 00:14:15]: ***  [, Level 0]: '(1)Marcisten' entered and joined the game
[2021-04-12 00:14:15]: Kezo [DogParty, Level 0]: are you pro ?;
[2021-04-12 00:14:17]: kais [, Level 65]: Taip: to earn money faster you need police ranks, they add +1 money per seconds in the police tiles, and for xp more time you survive without respawn more xp you earn, the limite is +4xp/sec survival bonus, you ca
[2021-04-12 00:14:18]: Axandos [, Level 25]: Kezo:  :c dont betray me
[2021-04-12 00:14:24]: ***  [, Level 0]: 'Hońi' entered and joined the game
[2021-04-12 00:14:26]: Kezo [DogParty, Level 0]: Axandos: shut up dog
[2021-04-12 00:14:36]: Axandos [, Level 25]: Kezo:  u are my dog called jeff
[2021-04-12 00:14:38]: ***  [, Level 0]: '(1)Marcisten' has left the game
[2021-04-12 00:14:42]: Taip [VergleriSay, Level 15]: thx
[2021-04-12 00:14:44]: Axandos [, Level 25]: SanoreX:
[2021-04-12 00:14:47]: Kezo [DogParty, Level 0]: Axandos: no you my dog
[2021-04-12 00:14:53]: (1)ERROR [404, Level 47]: ye im getting better xd
[2021-04-12 00:14:54]: Axandos [, Level 25]: Kezo:  then help ur dog gay
[2021-04-12 00:14:54]: ***  [, Level 0]: 'Hońi' has left the game
[2021-04-12 00:14:55]: GODLIKe [, Level 44]: xd
[2021-04-12 00:15:05]: VD|HolyHo| [VsDoggo´s, Level 28]: fokkonaut: u remember when we had op granade here?
[2021-04-12 00:15:08]: Kezo [DogParty, Level 0]: noobs play
[2021-04-12 00:15:10]: fokkonaut [, Level 102]: (1)VD|HolyHo|°: ye
[2021-04-12 00:15:13]: Axandos [, Level 25]: California:  sure
[2021-04-12 00:15:21]: California [, Level 24]: Axandos: u killed me
[2021-04-12 00:15:23]: ***  [, Level 0]: 'ork' entered and joined the game
[2021-04-12 00:15:25]: California [, Level 24]: Axandos: why?
[2021-04-12 00:15:27]: Axandos [, Level 25]: California:  u annoying
[2021-04-12 00:15:29]: ***  [, Level 0]: 'Hońi' entered and joined the game
[2021-04-12 00:15:30]: VD|HolyHo|° [VsDoggo´s, Level 18]: fokkonaut: why u remve it?
[2021-04-12 00:15:31]: ***  [, Level 0]: 1 finished in: 2 minute(s)  4.08 second(s)
[2021-04-12 00:15:32]: Axandos [, Level 25]: California:  u are annoying af
[2021-04-12 00:15:32]: ***  [, Level 0]: 'ork' joined the spectators
[2021-04-12 00:15:34]: California [, Level 24]: Axandos: so tell m to stop
[2021-04-12 00:15:35]: ***  [, Level 0]: 'ork' joined the game
[2021-04-12 00:15:37]: California [, Level 24]: Axandos: dont kill me
[2021-04-12 00:15:39]: Kezo [DogParty, Level 0]: NOW PROS PLAY
[2021-04-12 00:15:40]: Kezo [DogParty, Level 0]: :d
[2021-04-12 00:15:40]: Axandos [, Level 25]: stop California
[2021-04-12 00:15:50]: ***  [, Level 0]: [INFO] Check out the minigames using '/minigames'
[2021-04-12 00:15:53]: ***  [, Level 0]: 'ork' has left the game
[2021-04-12 00:15:57]: Axandos [, Level 25]: medium pp now California
[2021-04-12 00:15:58]: ***  [, Level 0]: kais finished in: 6 minute(s) 16.36 second(s)
[2021-04-12 00:15:58]: ***  [, Level 0]: New record: 1 minute(s)  2.40 second(s) better.
[2021-04-12 00:15:59]: ***  [, Level 0]: 'Saud' entered and joined the game
[2021-04-12 00:15:59]: ***  [, Level 0]: (1)kais finished in: 5 minute(s) 12.54 second(s)
[2021-04-12 00:15:59]: ***  [, Level 0]: New record: 6 minute(s) 16.54 second(s) better.
[2021-04-12 00:16:04]: (1)ERROR [404, Level 47]: fokkonaut:  zeit für 1v1 system
[2021-04-12 00:16:05]: ***  [, Level 0]: 'Saud' has left the game
[2021-04-12 00:16:11]: Ƭevan [TrRShClNrRs, Level 49]: :D
[2021-04-12 00:16:11]: California [, Level 24]: Axandos: nah small dick big dreams
[2021-04-12 00:16:19]: Axandos² [, Level 20]: xD my men California
[2021-04-12 00:16:47]: ***  [, Level 0]: 'Saud' entered and joined the game
[2021-04-12 00:16:47]: ***  [, Level 0]: 'Saud' has left the game
[2021-04-12 00:16:48]: GODLIKe [, Level 44]: XD
[2021-04-12 00:16:48]: (1)ERROR [404, Level 47]: hahaha
[2021-04-12 00:16:50]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:16:56]: Kong [[_Any %_], Level 0]: thx
[2021-04-12 00:16:59]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:17:02]: GODLIKe [, Level 44]: XD
[2021-04-12 00:17:02]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos²:
[2021-04-12 00:17:03]: (1)ERROR [404, Level 47]: jesus
[2021-04-12 00:17:04]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos²:
[2021-04-12 00:17:05]: California [, Level 24]: ChillerDragon:
[2021-04-12 00:17:05]: ***  [, Level 0]: 'xlukixs' entered and joined the game
[2021-04-12 00:17:08]: Kong [[_Any %_], Level 0]: damn
[2021-04-12 00:17:10]: ***  [, Level 0]: 'Saud' entered and joined the game
[2021-04-12 00:17:16]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos²: ???
[2021-04-12 00:17:20]: ***  [, Level 0]: 'Saud' has left the game
[2021-04-12 00:17:24]: fokkonaut [, Level 102]: hey Ðream :D
[2021-04-12 00:17:32]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos: i helped u
[2021-04-12 00:17:35]: ***  [, Level 0]: 'Saud' entered and joined the game
[2021-04-12 00:17:37]: İchMichel [, Level 31]: yaram kafası
[2021-04-12 00:17:37]: (1)ERROR [404, Level 47]: jesus
[2021-04-12 00:17:40]: (1)ERROR [404, Level 47]: fokkonaut:  zeit für 1v1 system
[2021-04-12 00:17:42]: ***  [, Level 0]: 'rexi' entered and joined the game
[2021-04-12 00:17:45]: VD|HolyHo|° [VsDoggo´s, Level 18]: SanoreX:
[2021-04-12 00:17:56]: Kezo [DogParty, Level 0]: Axandos: you want die ,
[2021-04-12 00:17:56]: Axandos² [, Level 20]: Kezo:  x)
[2021-04-12 00:18:01]: SanoreX [Chilli.*, Level 27]: İchMichel: ne
[2021-04-12 00:18:02]: GODLIKe [, Level 44]: a
[2021-04-12 00:18:04]: Axandos² [, Level 20]: dog?
[2021-04-12 00:18:05]: VD|HolyHo|° [VsDoggo´s, Level 18]: Kezo: look l ao
[2021-04-12 00:18:16]: Saud [, Level 0]: 1:  LETS GET JET
[2021-04-12 00:18:18]: VD|HolyHo|° [VsDoggo´s, Level 18]: SanoreX:
[2021-04-12 00:18:19]: Taip [VergleriSay, Level 15]: fokkonaut: can you help me?
[2021-04-12 00:18:22]: ***  [, Level 0]: 'S Y T H N' entered and joined the game
[2021-04-12 00:18:23]: Taip [VergleriSay, Level 15]: wait 2 sec
[2021-04-12 00:18:27]: SanoreX [Chilli.*, Level 27]: ok
[2021-04-12 00:18:28]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos: and why?
[2021-04-12 00:18:32]: kais [, Level 65]: Taip: oh, also, flags allow you to earn xp anywhere and if you're on a money tiles it give you +1xp/sec
[2021-04-12 00:18:37]: İchMichel [, Level 31]: SanoreX: 4 tane adamla amına bıle koyarsın onun
[2021-04-12 00:18:37]: ***  [, Level 0]: 'S Y T H N' has left the game
[2021-04-12 00:18:38]: Axandos² [, Level 20]: Kezo:  my dog :)
[2021-04-12 00:18:40]: Kezo [DogParty, Level 0]: adam ol böyle sikik
[2021-04-12 00:18:47]: Kezo [DogParty, Level 0]: Axandos: just for you
[2021-04-12 00:18:48]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:18:49]: Taip [VergleriSay, Level 15]: hmthx
[2021-04-12 00:18:56]: SanoreX [Chilli.*, Level 27]: İchMichel: adam arkadaşım
[2021-04-12 00:19:00]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:19:01]: Saud [, Level 0]: 2v1 gay
[2021-04-12 00:19:02]: (1)ERROR [404, Level 47]: sos
[2021-04-12 00:19:02]: GODLIKe [, Level 44]: xd
[2021-04-12 00:19:04]: SanoreX [Chilli.*, Level 27]: İchMichel: cylox yap adını gir
[2021-04-12 00:19:04]: Axandos² [, Level 20]: bad dog
[2021-04-12 00:19:05]: GODLIKe [, Level 44]: SanoreX:
[2021-04-12 00:19:10]: İchMichel [, Level 31]: Axandos: kanka al işte
[2021-04-12 00:19:13]: Kezo [DogParty, Level 0]: İchMichel: pingim olmasa o şuan burda olamazdı pingime bak :D
[2021-04-12 00:19:14]: (1)kais [, Level 58]: Saud: oh, so you're clan is gay ++++ ? 8v1
[2021-04-12 00:19:14]: ***  [, Level 0]: 'Kong' has left the game
[2021-04-12 00:19:19]: ***  [, Level 0]: 1 finished in: 0 minute(s) 53.74 second(s)
[2021-04-12 00:19:28]: (1)kais [, Level 58]: 1 :(
[2021-04-12 00:19:33]: İchMichel [, Level 31]: olm 80 pingte zar zor oynanılyor
[2021-04-12 00:19:34]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos²: ?
[2021-04-12 00:19:35]: Axandos² [, Level 20]: Kezo:  ur trukish friend die
[2021-04-12 00:19:38]: SanoreX [Chilli.*, Level 27]: ERROR: wanna 1 v1?
[2021-04-12 00:19:42]: Kezo [DogParty, Level 0]: Axandos: who cares
[2021-04-12 00:19:49]: Saud [, Level 0]: (1)kais: not my problem im talking to u nnot urr clan
[2021-04-12 00:19:50]: Axandos² [, Level 20]: Kezo:  idc about him he is gay
[2021-04-12 00:19:53]: SanoreX [Chilli.*, Level 27]: Kezo: bak adamlarım var
[2021-04-12 00:19:57]: SanoreX [Chilli.*, Level 27]: birsürü
[2021-04-12 00:20:04]: VD|HolyHo|° [VsDoggo´s, Level 18]: Axandos: awnser me or gay
[2021-04-12 00:20:05]: Kezo [DogParty, Level 0]: Axandos: just you touch tako warhammer and mamikral011 you die
[2021-04-12 00:20:07]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:20:07]: GODLIKe [, Level 44]: XD
[2021-04-12 00:20:12]: (1)kais [, Level 58]: Saud: sure, you can't talk about my clan, i don't have
[2021-04-12 00:20:17]: Axandos² [, Level 20]: Kezo:  idc
[2021-04-12 00:20:22]: (1)ERROR [404, Level 47]: where was my second jump xd
[2021-04-12 00:20:23]: Kezo [DogParty, Level 0]: Axandos: you can try
[2021-04-12 00:20:23]: Axandos² [, Level 20]: Kezo:  if they touch me i kill them
[2021-04-12 00:20:25]: Saud [, Level 0]: (1)kais:  cause u are gay no one want u
[2021-04-12 00:20:35]: İchMichel [, Level 31]: Axandos: help or war
[2021-04-12 00:20:42]: İchMichel [, Level 31]: Axandos: hey dog help kezo
[2021-04-12 00:20:42]: Axandos² [, Level 20]: i mean Kezo  they kileld me
[2021-04-12 00:20:47]: Kezo [DogParty, Level 0]: Axandos: you kill them i kill you and we won
[2021-04-12 00:20:49]: (1)kais [, Level 58]: Saud: lmao, everyone want me in their clan, but i don't want to join them
[2021-04-12 00:20:50]: ***  [, Level 0]: [INFO] Go to the bank and deposit your wallet money to make it safe from stealing
[2021-04-12 00:20:57]: Axandos² [, Level 20]: and İchMichel  killed me
[2021-04-12 00:21:03]: Saud [, Level 0]: i believe u (1)kais  xD
[2021-04-12 00:21:06]: ***  [, Level 0]: 'NidardoHD' entered and joined the game
[2021-04-12 00:21:07]: Kezo [DogParty, Level 0]: Axandos:
[2021-04-12 00:21:09]: Axandos² [, Level 20]: and he spoke big words Kezo  so idc
[2021-04-12 00:21:15]: (1)kais [, Level 58]: Saud: i'm the 1st person fearless ask to join his clan xD
[2021-04-12 00:21:20]: ***  [, Level 0]: 'Nidardo.' entered and joined the game
[2021-04-12 00:21:25]: Kezo [DogParty, Level 0]: SanoreX: neden 4 dummy
[2021-04-12 00:21:30]: Saud [, Level 0]: (1)kais:  u know its jk clan
[2021-04-12 00:21:34]: Axandos² [, Level 20]: Kezo:  ur other friends dont die
[2021-04-12 00:21:38]: Axandos² [, Level 20]: just İchMichel  dies Kezo
[2021-04-12 00:21:41]: (1)kais [, Level 58]: Saud: it's also clan gay
[2021-04-12 00:21:41]: (1)ERROR [404, Level 47]: hes gay
[2021-04-12 00:21:42]: (1)ERROR [404, Level 47]: xD
[2021-04-12 00:21:43]: Saud [, Level 0]: (1)kais: dont me so smart xD
[2021-04-12 00:21:51]: Saud [, Level 0]: (1)kais:  much as u
[2021-04-12 00:21:51]: rexi [, Level 0]: VD|HolyHo|:
[2021-04-12 00:22:01]: Kezo [DogParty, Level 0]: Axandos: my friends my helper
[2021-04-12 00:22:04]: (1)SanoreX.* [Chilli.*, Level 0]: Kezo: bilmem ama knk sano yaz sanorex yazınca oyun delirio
